"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20210527","2호선","충정로(경기대입구)","10281","10787","20210530"
"20210527","경의선","탄현","7513","7165","20210530"
"20210527","7호선","태릉입구","8474","8159","20210530"
"20210527","6호선","태릉입구","5438","6125","20210530"
"20210527","분당선","태평","13200","12769","20210530"
"20210527","경춘선","퇴계원","3577","3287","20210530"
"20210527","경의선","파주","1471","1063","20210530"
"20210527","경강선","판교","4212","4160","20210530"
"20210527","중앙선","팔당","665","698","20210530"
"20210527","경춘선","평내호평","5956","5855","20210530"
"20210527","과천선","평촌","18073","17844","20210530"
"20210527","경부선","평택","11119","10524","20210530"
"20210527","경부선","평택지제","2817","2753","20210530"
"20210527","경의선","풍산","5428","5158","20210530"
"20210527","7호선","하계","17580","16414","20210530"
"20210527","5호선","하남검단산","4191","4147","20210530"
"20210527","5호선","하남시청(덕풍?신장)","4774","4872","20210530"
"20210527","5호선","하남풍산","3861","3896","20210530"
"20210527","7호선","학동","24804","26330","20210530"
"20210527","3호선","학여울","1751","1783","20210530"
"20210527","6호선","한강진","7396","8544","20210530"
"20210527","경원선","한남","4149","3925","20210530"
"20210527","안산선","한대앞","8687","8596","20210530"
"20210527","4호선","한성대입구(삼선교)","13653","13214","20210530"
"20210527","9호선2~3단계","한성백제","2389","2255","20210530"
"20210527","2호선","한양대","8265","8896","20210530"
"20210527","분당선","한티","13408","14481","20210530"
"20210527","2호선","합정","29555","30728","20210530"
"20210527","6호선","합정","12126","12071","20210530"
"20210527","5호선","행당","8246","7163","20210530"
"20210527","경의선","행신","7823","7817","20210530"
"20210527","4호선","혜화","30352","30625","20210530"
"20210527","수인선","호구포","3811","4009","20210530"
"20210527","공항철도 1호선","홍대입구","8535","8542","20210530"
"20210527","경의선","홍대입구","1559","1751","20210530"
"20210527","2호선","홍대입구","46486","48670","20210530"
"20210527","3호선","홍제","17275","16287","20210530"
"20210527","우이신설선","화계","3213","2993","20210530"
"20210527","5호선","화곡","27694","26031","20210530"
"20210527","6호선","화랑대(서울여대입구)","11526","8933","20210530"
"20210527","경부선","화서","7322","6991","20210530"
"20210527","경의선","화전","1873","1691","20210530"
"20210527","일산선","화정","16159","16500","20210530"
"20210527","중앙선","회기","23545","22816","20210530"
"20210527","경원선","회룡","11664","11736","20210530"
"20210527","4호선","회현(남대문시장)","21914","23414","20210530"
"20210527","6호선","효창공원앞","6945","6305","20210530"
"20210527","경의선","효창공원앞","2938","3299","20210530"
"20210527","9호선","흑석(중앙대입구)","7799","8175","20210530"
"20210526","우이신설선","4.19민주묘지","3070","2962","20210529"
"20210526","경원선","가능","6842","6645","20210529"
"20210526","3호선","가락시장","9206","8905","20210529"
"20210526","8호선","가락시장","7784","8645","20210529"
"20210526","7호선","가산디지털단지","49109","49238","20210529"
"20210526","경부선","가산디지털단지","19219","22148","20210529"
"20210526","9호선","가양","20747","20300","20210529"
"20210526","우이신설선","가오리","4254","4159","20210529"
"20210526","경의선","가좌","5656","5242","20210529"
"20210526","분당선","가천대","8318","9399","20210529"
"20210526","경춘선","가평","1644","1671","20210529"
"20210526","경인선","간석","6097","5835","20210529"
"20210526","경춘선","갈매","3271","2838","20210529"
"20210526","2호선","강남","82827","81672","20210529"
"20210526","분당선","강남구청","10263","11877","20210529"
"20210526","7호선","강남구청","17119","18769","20210529"
"20210526","5호선","강동","18990","17977","20210529"
"20210526","8호선","강동구청","10782","11081","20210529"
"20210526","경의선","강매","3394","2936","20210529"
"20210526","2호선","강변(동서울터미널)","29817","28331","20210529"
"20210526","5호선","강일","3215","3398","20210529"
"20210526","경춘선","강촌","561","524","20210529"
"20210526","5호선","개롱","6728","6958","20210529"
"20210526","경인선","개봉","22180","22634","20210529"
"20210526","분당선","개포동","4036","4085","20210529"
"20210526","9호선","개화","2676","1788","20210529"
"20210526","5호선","개화산","5658","5318","20210529"
"20210526","5호선","거여","8741","8290","20210529"
"20210526","7호선","건대입구","11880","12211","20210529"
"20210526","2호선","건대입구","33266","35570","20210529"
"20210526","공항철도 1호선","검암","6841","6730","20210529"
"20210526","경강선","경기광주","7235","6800","20210529"
"20210526","과천선","경마공원","1462","1449","20210529"
"20210526","3호선","경복궁(정부서울청사)","20056","20126","20210529"
"20210526","3호선","경찰병원","7720","7716","20210529"
"20210526","공항철도 1호선","계양","9603","8824","20210529"
"20210526","5호선","고덕","9825","9649","20210529"
"20210526","6호선","고려대(종암)","7982","7645","20210529"
"20210526","수인선","고색","4182","3937","20210529"
"20210526","3호선","고속터미널","35773","34359","20210529"
"20210526","7호선","고속터미널","14900","12885","20210529"
"20210526","9호선","고속터미널","11649","14399","20210529"
"20210526","안산선","고잔","9153","8925","20210529"
"20210526","경의선","곡산","664","634","20210529"
"20210526","경강선","곤지암","2294","2259","20210529"
"20210526","공항철도 1호선","공덕","2325","2892","20210529"
"20210526","경의선","공덕","3593","3227","20210529"
"20210526","5호선","공덕","14931","15692","20210529"
"20210526","6호선","공덕","19043","18152","20210529"
"20210526","7호선","공릉(서울과학기술대)","12271","12284","20210529"
"20210526","9호선","공항시장","2922","3163","20210529"
"20210526","공항철도 1호선","공항화물청사","2297","2485","20210529"
"20210526","과천선","과천","5907","5509","20210529"
"20210526","경부선","관악","7668","7164","20210529"
"20210526","5호선","광나루(장신대)","13494","12384","20210529"
"20210526","경부선","광명","3216","2805","20210529"
"20210526","7호선","광명사거리","22927","22542","20210529"
"20210526","경원선","광운대","8935","8530","20210529"
"20210526","5호선","광화문(세종문화회관)","30918","32600","20210529"
"20210526","6호선","광흥창(서강)","9312","9074","20210529"
"20210526","3호선","교대(법원.검찰청)","15022","9636","20210529"
"20210526","2호선","교대(법원.검찰청)","35448","40164","20210529"
"20210526","경부선","구로","19617","20214","20210529"
"20210526","2호선","구로디지털단지","62478","63149","20210529"
"20210526","분당선","구룡","2118","2014","20210529"
"20210526","중앙선","구리","14015","14096","20210529"
"20210526","9호선","구반포","2894","2878","20210529"
"20210526","6호선","구산","7884","5873","20210529"
"20210526","분당선","구성","5062","5248","20210529"
"20210526","2호선","구의(광진구청)","23801","23401","20210529"
"20210526","경인선","구일","6718","6789","20210529"
"20210526","3호선","구파발","20818","19974","20210529"
"20210526","중앙선","국수","863","782","20210529"
"20210526","9호선","국회의사당","16431","16718","20210529"
"20210526","5호선","군자(능동)","11367","12532","20210529"
"20210526","7호선","군자(능동)","15191","12222","20210529"
"20210526","경부선","군포","7965","7931","20210529"
"20210526","경춘선","굴봉산","185","185","20210529"
"20210526","7호선","굴포천","9273","9799","20210529"
"20210526","5호선","굽은다리(강동구민회관앞)","9748","9185","20210529"
"20210526","경춘선","금곡","1700","1615","20210529"
"20210526","경의선","금릉","4755","4576","20210529"
"20210526","경부선","금정","27299","27420","20210529"
"20210526","경부선","금천구청","12460","12499","20210529"
"20210526","경의선","금촌","6735","6688","20210529"
"20210526","3호선","금호","8386","7907","20210529"
"20210526","분당선","기흥","9743","9036","20210529"
"20210526","5호선","길동","8259","8550","20210529"
"20210526","4호선","길음","21026","20441","20210529"
"20210526","경춘선","김유정","301","352","20210529"
"20210526","5호선","김포공항","6799","6477","20210529"
"20210526","공항철도 1호선","김포공항","10586","6389","20210529"
"20210526","9호선","김포공항","7143","10574","20210529"
"20210526","5호선","까치산","29845","28923","20210529"
"20210526","7호선","까치울","8057","7796","20210529"
"20210526","2호선","낙성대(강감찬)","27255","26498","20210529"
"20210526","7호선","남구로","16703","17698","20210529"
"20210526","수인선","남동인더스파크","2468","2712","20210529"
"20210526","3호선","남부터미널(예술의전당)","29031","30114","20210529"
"20210526","7호선","남성","11425","10766","20210529"
"20210526","경부선","남영","9919","10327","20210529"
"20210526","경춘선","남춘천","2143","2181","20210529"
"20210526","4호선","남태령","1308","1171","20210529"
"20210526","8호선","남한산성입구(성남법원.검찰청)","14299","13215","20210529"
"20210526","7호선","내방","14938","15268","20210529"
"20210526","9호선","노들","4596","3871","20210529"
"20210526","경부선","노량진","8590","8784","20210529"
"20210526","9호선","노량진","25871","25188","20210529"
"20210526","7호선","노원","19426","20768","20210529"
"20210526","4호선","노원","18956","21228","20210529"
"20210526","3호선","녹번","15709","14298","20210529"
"20210526","6호선","녹사평(용산구청)","5060","4976","20210529"
"20210526","경원선","녹양","4785","4601","20210529"
"20210526","경원선","녹천","4921","4193","20210529"
"20210526","7호선","논현","21177","22572","20210529"
"20210526","경의선","능곡","3871","3558","20210529"
"20210526","8호선","단대오거리","10962","10527","20210529"
"20210526","수인선","달월","101","78","20210529"
"20210526","5호선","답십리","16380","14886","20210529"
"20210526","4호선","당고개","13182","11989","20210529"
"20210526","2호선","당산","19758","22967","20210529"
"20210526","9호선","당산","18296","18140","20210529"
"20210526","경부선","당정","6497","6261","20210529"
"20210526","일산선","대곡","1958","1513","20210529"
"20210526","과천선","대공원","4511","4598","20210529"
"20210526","7호선","대림(구로구청)","7940","8013","20210529"
"20210526","2호선","대림(구로구청)","25086","25536","20210529"
"20210526","분당선","대모산입구","3525","3354","20210529"
